Regla(c, k, u, y, c, b, d, u, z, w, a, i, m, i, y, i, h, s, x, t, t, p, b, k, a, f, r, o, n, d, s, c, d, g, n, k, s, l, r, y, t, g, f, d, t, k, l, w, l, j, q, v, y, q, b, n, z, r, a, u, w, q, h, k, f, h, t, d, i, d, t, g, g, s, b, v, h, a, n, u, q, u, x, o, j, y, i, c, p, l, g, l, s, u, c, k, u, b, s, e, a, h, r, i, d, x, d, g, a, v, b, z, e, q, b, i, m, h, s, m, c, b, k, j, g, g, t, c, m, o, x, d, u, b, v, d, v, w, s, g, x, j, v, c, p, w, x, h, i, z, j, e, j, z, o, w, r, a, s, f, v, x, x, q, h, a, a, w, w, e, y, d, w, l, m, z, s, g, e, c, m, k, w, s, x, c, r, p, t, t, n, b, b, l, i, d, n, a, p, w, w, s, g, d, x, e, n, k, n, h, s, s, s, n, j, n, a, t, w, p, m, t, s, x, p, m, d, b, z, z, n, h, i, h, w, t, j, c, n, n, l, m, f, n, k, l, q, p, t, w, v, n, g, r, i, t, i, p, a, m, n, z, w, g, l, f, x, e, x, o, m, d, u, p, c, g, i, t, i, q, b, n, o, m, q, u, e, z, s, i, l, w, s, j, v, z, m, x, f, i)
Regla(b, w, g, t, u, c, c, i, w, q, f, j, g, m, b, l, r, q, x, o, s, n, o, g, n, p, i, m, a, h, c, q, i, e, g, j, h, b, r, t, d, c, p, m, k, h, i, j, n, t, p, f, g, o, r, c, t, j, j, p, q, g, f, g, p, u, p, s, s, c, e, u, u, v, g, v, v, w, o, s, o, w, c, f, o, i, f, k, q, o, q, g, j, f, b, l, a, r, g, c, s, u, s, b, x, e, g, q, a, q, x, h, o, c, k, e, l, a, x, n, m, n, i, o, n, i, v, i, i, f, k, v, l, g, q, h, d, s, l, a, q, x, b, i, d, v, i, a, c, r, t, c, k, i, b, p, k, m, i, a, c, t, m, a, b, b, c, p, t, j, m, m, p, m, h, r, n, m, j, n, n, r, l, r, e, p, m, v, w, s, f, n, a, c, b, j, w, e, d, e, i, a, n, g, c, m, v, t, n, c, v, g, b, o, j, a, e, h, g, o, u, j, p, t, p, d, i, q, j, v, v, a, n, i, v, f, a, o, u, p, u, m, r, e, b, n, w, w, q, c, x, f, k, c, j, h, k, u, q, s, a, j, c, v, e, q, u, p, u, c, g, m, r, k, c, m, u, g, l, q, b, r, o, c, s, d, m, g, g, e, u, w, s, u, s, c, f, n, t, o)
Regla(b, w, g, t, u, c, c, i, w, q, f, j, g, m, b, l, r, q, x, o, s, n, o, g, n, p, i, m, a, h, c, q, i, e, g, j, h, b, r, t, d, c, p, m, k, h, i, j, n, t, p, f, g, o, r, c, t, j, s, p, q, g, f, g, p, u, p, s, s, c, e, u, u, v, g, v, v, w, o, s, o, w, l, f, o, i, f, k, q, o, q, g, j, f, b, l, a, s, g, c, s, u, s, b, x, e, g, q, a, q, x, h, c, c, k, e, l, a, x, n, m, g, i, o, n, i, v, i, i, f, k, v, l, g, q, h, d, s, l, a, q, x, b, i, d, n, i, a, c, r, t, c, k, i, b, p, k, m, i, a, i, t, m, a, b, b, c, p, t, j, m, m, p, m, h, r, n, m, j, n, n, r, l, r, e, p, m, v, w, s, f, n, a, c, b, j, w, e, d, e, i, a, n, g, c, m, v, t, n, c, v, g, b, o, j, a, e, h, g, o, u, j, p, t, p, d, i, q, j, v, v, a, n, i, v, f, a, o, u, p, u, m, r, e, b, n, w, w, q, c, x, f, k, c, j, h, k, u, q, s, a, j, c, v, e, q, u, p, u, c, g, m, r, k, c, m, u, g, c, q, b, r, o, c, s, l, m, g, g, e, u, w, s, u, s, c, f, n, t, o)
Regla(b, w, g, t, u, c, c, i, w, q, f, j, g, m, b, l, r, q, x, o, s, m, o, g, n, p, i, m, a, h, c, q, i, e, g, j, h, b, u, t, d, c, p, m, k, h, i, j, n, t, p, f, g, o, r, c, t, j, s, p, q, g, f, g, p, u, p, s, s, c, e, u, u, j, g, v, v, o, o, s, o, w, l, f, o, i, f, k, q, o, q, g, j, f, b, l, a, s, g, c, s, u, s, b, x, e, g, q, a, q, o, h, c, c, k, e, l, a, x, n, m, g, i, o, n, i, v, i, i, f, k, v, l, g, q, h, d, s, l, a, q, x, b, i, d, n, i, w, c, r, t, c, k, i, b, p, k, m, i, a, i, t, m, a, b, b, c, p, t, j, m, m, p, m, h, r, n, m, j, n, n, r, l, r, e, p, m, v, w, s, f, n, a, c, b, j, w, e, d, e, i, a, n, g, c, m, v, t, n, c, v, g, e, o, j, a, e, h, g, o, u, j, p, t, p, d, i, q, j, v, v, a, n, i, v, f, a, o, u, p, u, m, r, e, b, n, w, w, q, c, p, f, k, m, j, h, k, u, q, s, a, j, c, v, e, q, u, p, u, c, g, m, l, k, c, m, u, g, c, q, b, r, o, c, s, l, m, g, g, e, u, e, s, u, s, c, f, n, j, o)
Regla(b, w, g, t, u, c, c, i, w, q, f, j, g, m, b, l, r, q, x, o, s, m, o, g, n, p, h, m, a, h, c, q, i, e, g, j, h, v, u, t, d, c, p, m, k, h, i, j, n, t, p, f, g, o, r, c, t, j, s, p, q, g, f, g, b, u, p, s, s, c, e, u, u, j, g, v, v, o, o, s, o, w, l, f, o, i, f, k, q, o, q, g, j, f, b, l, a, s, g, c, s, u, p, b, x, e, g, q, a, q, o, h, c, c, k, e, l, a, x, n, m, g, i, o, n, i, v, i, i, f, k, v, l, g, q, h, d, s, l, a, q, x, b, i, d, n, i, w, c, r, t, c, k, i, k, p, k, m, i, a, i, t, m, a, b, b, c, p, t, j, m, m, p, m, h, r, n, m, j, n, n, r, l, r, e, p, m, v, w, k, f, n, a, c, b, j, w, e, d, e, i, a, n, g, c, m, v, t, n, c, v, g, e, n, j, a, e, h, g, o, u, j, p, t, p, d, i, q, j, v, v, a, n, c, v, f, a, o, u, p, u, m, r, e, b, n, w, w, q, c, p, f, k, m, j, h, k, u, q, s, a, j, c, v, e, q, u, p, u, c, g, m, l, k, c, m, u, g, c, q, b, r, o, c, s, l, m, g, g, e, u, e, s, u, s, c, f, n, j, o)
Regla(b, w, g, t, u, c, c, i, w, q, f, j, g, m, b, l, r, q, x, o, q, m, o, o, n, p, h, m, a, i, c, q, i, e, g, j, h, v, u, t, d, c, p, m, k, h, g, j, n, t, p, f, g, o, r, c, t, j, s, p, q, g, f, g, b, u, p, s, s, c, e, u, u, j, g, v, v, t, o, s, o, w, l, f, o, i, f, k, q, o, q, g, j, f, b, l, k, s, g, c, s, u, p, b, x, e, g, q, a, q, o, h, c, c, k, e, l, a, g, n, m, g, i, o, n, i, v, i, i, f, k, v, l, g, q, h, d, s, l, a, q, x, b, i, s, n, i, w, c, r, t, c, k, i, k, p, k, m, i, a, i, t, m, a, b, b, c, p, t, j, m, m, p, m, h, r, n, m, j, n, n, r, l, r, e, p, m, v, w, k, f, n, a, c, b, j, w, e, d, t, g, a, n, r, c, m, v, t, n, c, v, g, e, n, j, a, e, h, g, o, u, j, p, t, p, d, s, p, j, v, v, a, n, c, v, f, a, o, u, p, u, l, r, e, b, n, w, w, q, c, p, f, k, m, j, h, k, u, q, s, a, j, c, v, e, q, u, p, u, c, g, m, l, k, c, m, u, g, c, q, b, r, o, c, s, l, m, g, g, e, u, e, s, u, s, c, f, n, j, o)
Regla(b, w, c, t, u, c, c, i, w, q, f, j, g, m, b, l, r, q, x, o, q, m, o, o, n, p, h, m, a, i, c, d, i, e, g, j, h, v, u, t, d, c, p, m, k, h, g, j, n, t, p, f, g, o, r, c, t, j, s, p, q, g, f, g, b, u, p, s, s, c, e, u, u, j, g, v, v, t, o, s, o, w, l, f, o, i, f, k, q, o, q, g, j, f, b, l, k, s, g, c, s, u, p, b, x, e, g, q, a, q, o, h, c, c, k, e, l, a, g, n, m, g, g, o, n, i, v, i, i, f, k, v, l, g, q, h, d, s, l, a, q, x, b, i, s, n, i, w, c, r, t, c, k, i, k, p, k, m, i, t, i, t, h, c, b, b, c, p, t, j, m, m, p, m, q, r, n, m, j, n, n, r, l, r, e, p, m, v, w, k, f, n, a, c, b, j, w, e, d, t, g, a, n, r, c, m, v, t, n, c, v, g, e, n, j, a, e, h, g, o, u, j, p, t, p, d, s, p, j, v, v, a, n, c, v, f, k, o, u, p, u, l, r, e, b, n, w, w, q, c, p, f, k, m, j, h, k, u, q, s, a, j, c, v, e, q, u, p, u, c, g, m, l, k, c, m, t, g, c, q, b, r, o, c, s, l, m, g, g, e, u, e, s, u, s, c, f, n, j, o)
Regla(b, w, c, t, u, c, c, i, w, q, f, j, g, m, b, l, r, q, x, o, q, m, o, o, n, p, h, m, a, i, c, d, i, e, g, j, h, v, u, t, d, c, p, m, k, h, g, j, n, d, p, f, b, o, r, c, t, j, s, p, q, g, f, g, b, u, e, s, s, c, e, u, u, j, g, v, v, t, o, s, o, w, l, f, o, i, f, k, q, o, q, g, j, f, b, l, k, s, g, c, s, u, p, b, x, e, g, q, a, q, o, h, c, c, k, e, l, a, g, n, m, g, g, o, n, i, v, i, i, f, k, v, l, g, q, h, d, s, l, a, q, x, b, i, s, n, i, w, t, r, t, c, k, i, k, p, k, m, i, t, i, t, h, c, b, m, n, p, t, j, m, m, p, m, q, r, n, m, u, n, n, r, l, r, e, p, m, v, w, k, f, n, a, c, b, j, w, e, d, t, g, a, n, r, c, m, v, t, n, c, v, g, e, n, j, a, e, h, g, o, u, j, p, t, p, d, s, p, j, v, v, a, n, c, v, f, k, o, u, p, u, l, r, e, b, n, w, w, q, c, p, f, k, m, j, f, k, u, q, e, a, j, h, v, e, q, u, p, u, c, g, m, l, k, c, m, t, g, c, q, b, r, o, c, j, l, m, g, d, e, u, e, s, u, s, c, f, n, j, o)
Regla(b, w, c, t, u, c, c, i, w, q, f, j, g, m, b, l, r, q, x, o, q, m, o, o, n, p, h, m, a, i, c, d, i, e, g, j, h, v, u, t, d, b, p, m, k, h, g, j, n, d, p, f, b, o, p, c, t, d, s, p, q, g, f, g, b, u, e, s, g, c, e, u, u, j, g, v, v, t, o, s, o, w, l, f, o, i, f, k, q, o, q, g, j, f, b, l, k, s, g, c, s, u, p, b, x, e, g, q, a, q, o, h, c, c, k, e, l, a, g, n, m, g, g, o, n, i, v, i, i, f, k, v, l, g, q, h, d, s, l, a, q, x, b, i, s, n, i, w, t, r, t, c, k, i, k, p, k, m, i, t, i, t, h, c, b, m, n, p, t, j, m, m, p, m, q, r, n, m, u, n, n, r, l, r, e, p, m, v, w, k, f, n, a, c, b, j, w, e, d, t, g, a, n, r, c, m, v, t, n, c, v, g, e, n, j, a, e, h, g, o, u, j, p, t, p, d, s, p, j, v, v, a, n, c, v, f, k, o, u, p, u, l, r, e, b, n, w, w, q, c, p, f, k, m, j, f, k, u, q, e, a, k, h, v, e, q, u, p, u, c, g, m, l, k, c, r, t, g, c, q, b, r, o, c, j, l, m, g, d, e, u, e, s, u, s, c, f, n, j, o)
Regla(b, w, c, t, u, c, c, i, w, q, f, j, g, m, b, l, r, q, x, o, q, m, w, o, n, p, h, m, a, i, c, d, i, e, g, j, h, v, u, t, d, b, p, m, k, h, g, j, n, d, p, f, b, o, p, c, t, d, s, p, q, g, f, g, b, u, e, s, g, c, e, u, u, j, g, v, e, t, o, s, o, w, l, f, o, i, f, k, q, o, q, g, j, f, b, l, k, s, g, c, s, u, p, b, x, e, g, q, a, q, o, h, c, c, k, e, l, t, g, n, m, g, g, r, n, s, v, i, i, f, k, v, l, q, q, h, d, s, l, a, q, x, b, i, s, n, i, w, t, r, t, c, k, i, k, p, k, m, i, t, i, t, h, c, b, m, n, p, t, j, m, m, t, m, q, h, n, m, u, n, n, r, b, r, e, p, m, v, m, k, f, n, a, c, b, j, w, e, d, t, g, a, n, r, c, m, v, t, n, c, v, g, e, n, j, a, e, h, g, o, u, j, p, t, p, d, s, p, j, v, v, a, n, c, v, f, k, o, u, s, u, l, x, e, b, n, w, w, q, c, p, f, k, m, j, f, k, u, q, e, a, k, h, v, e, q, u, p, u, c, g, m, l, k, a, r, t, g, c, q, b, r, o, c, j, l, m, g, d, e, u, e, s, u, s, c, f, n, j, o)
Regla(b, w, f, t, u, c, c, i, w, q, f, j, g, m, b, l, r, q, x, o, q, m, w, o, n, p, h, m, a, i, c, d, i, e, g, j, h, v, u, t, a, b, p, m, k, h, g, j, n, d, p, f, b, o, p, c, t, d, s, p, q, g, f, g, b, v, e, s, g, c, e, u, u, j, g, v, e, t, o, s, o, w, l, t, o, i, f, k, q, o, q, g, j, f, b, l, k, s, g, c, s, u, p, b, x, e, g, q, a, q, o, h, c, c, k, e, l, t, g, n, m, g, g, r, n, s, v, i, i, f, k, v, l, q, q, h, d, s, l, a, q, x, b, i, s, n, i, f, t, p, t, c, k, i, k, p, k, m, i, t, i, t, h, c, b, m, n, p, t, j, u, m, t, e, q, h, n, m, u, u, n, r, b, r, e, p, m, v, m, k, f, n, a, c, b, j, w, e, d, t, g, a, n, r, c, m, v, t, n, c, v, g, e, n, j, a, e, h, g, o, u, j, p, r, p, d, s, p, j, v, v, a, n, c, v, b, k, o, u, s, u, l, x, e, b, n, w, w, q, j, p, f, k, m, j, f, p, u, q, e, a, k, h, v, e, q, u, p, u, c, g, m, l, k, a, r, t, g, c, q, b, r, o, c, j, l, m, g, d, e, u, e, s, u, s, c, f, n, j, o)
Regla(b, w, f, t, u, c, c, i, w, q, f, j, g, d, b, l, r, q, x, o, q, m, w, o, n, p, h, m, a, i, c, d, i, e, g, j, h, v, u, t, a, b, p, m, k, h, g, j, n, d, p, f, b, o, p, c, t, d, s, p, q, g, f, g, b, v, e, s, g, c, e, u, u, j, g, l, e, t, o, s, o, w, l, t, o, i, f, k, q, o, q, g, j, f, b, h, k, s, g, c, s, u, p, b, x, e, g, q, a, q, r, h, c, c, k, e, l, t, g, n, m, g, g, r, n, s, v, i, i, f, k, v, l, q, q, h, d, s, l, a, q, x, b, i, s, n, i, f, t, p, t, c, k, i, k, p, k, q, i, t, i, t, h, c, b, m, n, p, t, j, u, m, t, e, q, h, n, t, u, u, n, r, b, r, e, p, m, l, m, k, f, n, e, o, b, j, w, e, d, t, g, a, n, r, c, m, v, t, n, c, v, g, e, n, j, a, e, h, g, o, u, j, p, r, p, d, s, p, j, v, v, a, n, c, v, b, k, o, u, s, u, l, x, e, b, n, w, w, q, j, p, f, k, m, j, f, p, u, u, e, a, k, h, v, e, q, u, g, u, c, g, m, l, k, a, r, t, g, c, q, b, r, o, c, j, l, m, g, d, e, u, e, s, u, s, c, f, n, j, o)
Regla(b, w, j, t, u, c, c, e, w, q, f, j, g, d, b, l, r, q, x, o, q, m, w, o, n, h, h, m, a, r, c, d, o, e, g, j, h, v, u, t, a, b, p, m, k, j, g, j, n, k, p, f, b, o, p, c, t, d, s, p, q, g, f, g, b, v, e, s, g, c, e, u, u, j, g, l, e, t, o, s, o, g, l, t, o, i, f, k, q, o, q, g, j, f, b, h, k, s, g, c, s, u, p, b, x, e, g, q, a, q, r, h, c, c, k, e, l, t, g, n, s, g, g, r, n, s, v, o, i, g, k, v, l, q, q, h, d, s, l, a, s, x, b, i, s, n, i, f, t, p, t, c, k, i, k, p, k, q, i, t, i, t, h, c, b, m, n, p, v, j, u, m, t, e, q, h, n, t, u, u, n, r, q, r, e, p, m, l, m, k, f, n, e, o, b, j, w, e, d, t, g, a, l, r, c, m, v, t, n, c, v, g, j, n, j, a, e, h, g, o, u, j, p, r, p, d, s, p, j, v, v, a, n, o, v, b, k, o, u, s, f, l, x, e, b, n, w, w, q, j, p, f, k, m, j, f, p, u, u, e, a, k, h, v, e, q, u, g, u, c, g, m, l, k, a, r, t, g, c, q, b, r, o, c, j, h, m, g, d, o, u, e, s, u, s, c, f, n, j, o)
Regla(b, w, j, t, u, c, c, e, w, q, f, j, g, d, b, l, r, q, x, o, q, m, w, o, n, h, h, m, a, r, c, d, o, e, g, d, h, v, u, t, a, b, p, m, k, j, g, j, n, k, p, f, b, o, p, c, t, d, s, p, q, g, f, g, b, v, e, s, g, f, e, u, u, h, g, l, e, t, o, s, o, g, l, t, o, i, f, k, q, o, c, g, j, f, b, h, k, s, g, c, s, u, p, b, x, e, g, q, a, q, r, h, c, c, k, e, l, t, g, n, s, g, g, r, n, s, v, o, i, g, k, v, l, q, q, h, d, s, l, a, s, x, b, i, s, b, i, f, t, p, t, c, k, i, k, p, k, q, i, t, i, t, h, c, b, m, n, p, v, j, u, m, t, e, q, h, n, t, u, u, n, r, q, r, e, p, m, l, m, k, f, n, e, u, b, j, w, e, b, t, g, a, l, r, c, m, v, t, n, c, v, g, j, n, j, a, e, h, g, o, u, j, p, r, g, d, s, p, j, v, v, a, n, o, v, b, k, o, u, s, f, l, x, e, b, n, w, w, q, j, n, f, k, m, j, f, p, u, u, e, a, k, h, v, e, q, u, g, u, c, g, m, l, k, a, r, t, g, c, q, b, r, o, c, j, h, m, g, d, o, u, e, s, u, s, c, f, n, j, o)
Regla(b, w, j, t, u, c, c, e, w, q, f, j, g, d, b, l, r, q, x, o, q, m, w, m, a, h, h, m, a, r, c, d, o, e, g, d, h, e, u, t, a, b, p, m, k, j, g, j, n, k, p, f, b, o, p, c, t, d, s, p, q, g, f, g, b, v, e, s, g, f, e, u, t, h, g, l, e, t, l, s, o, g, l, t, o, i, f, k, q, o, c, g, j, f, b, h, k, s, g, c, s, u, p, b, x, e, g, q, a, q, r, h, c, c, k, e, l, t, g, n, s, g, g, r, n, s, v, o, i, g, k, v, l, q, q, h, d, f, l, a, s, x, b, i, s, b, i, f, t, p, t, c, k, i, k, p, k, q, i, t, i, t, h, c, b, m, n, p, v, j, u, m, t, e, q, h, n, t, u, u, n, r, q, r, e, p, t, l, m, k, f, n, e, u, b, j, w, e, b, t, g, a, l, r, c, m, v, j, n, c, v, g, j, n, j, a, e, h, g, o, u, j, p, r, g, d, s, p, j, v, v, a, n, e, v, b, k, o, u, s, f, l, x, e, b, n, w, w, q, j, n, f, k, m, j, f, p, u, u, e, a, k, h, v, e, q, u, g, u, c, g, m, l, k, a, r, t, g, c, q, b, r, o, c, j, h, m, m, d, o, u, e, s, u, s, c, t, n, j, o)
Regla(b, w, q, t, u, c, c, e, w, q, f, j, g, d, b, l, r, q, k, o, q, m, w, m, a, h, h, m, a, r, c, d, o, e, g, d, h, e, u, t, a, b, p, m, k, j, g, k, n, k, p, f, b, o, p, c, t, d, s, p, q, g, f, g, b, v, e, s, g, f, e, u, t, h, g, l, e, t, l, s, o, g, l, t, o, i, f, k, q, o, c, g, j, f, b, h, k, o, g, c, s, u, p, b, x, e, g, q, a, q, r, h, c, v, k, e, l, t, g, n, s, g, g, r, n, s, v, o, i, g, k, v, s, q, q, h, n, f, l, a, s, x, b, i, s, b, i, f, t, p, t, g, k, i, k, p, k, q, i, t, i, t, h, c, b, m, n, p, v, j, u, m, t, e, v, h, n, t, u, u, n, r, q, r, e, p, t, l, m, k, f, n, e, u, b, j, w, e, b, t, g, a, l, r, c, m, v, j, n, c, v, g, j, n, j, a, e, h, g, o, u, j, p, r, g, d, s, p, j, v, t, a, n, e, v, b, k, o, u, s, f, l, x, e, b, n, w, w, q, j, n, f, k, m, j, f, p, u, u, e, a, k, h, v, e, q, u, g, u, c, g, m, l, k, a, r, t, g, c, q, b, r, o, c, j, h, m, m, d, o, u, e, s, u, s, c, t, n, j, o)
Regla(b, w, q, t, u, c, q, e, w, q, f, j, g, d, b, l, r, q, k, o, q, m, w, m, a, h, h, m, a, r, c, d, o, e, g, d, t, e, u, t, a, b, p, m, k, j, g, k, n, k, p, f, b, o, p, c, t, d, s, p, q, g, f, g, b, v, e, s, g, f, e, u, t, h, g, l, e, t, l, s, o, g, l, t, o, i, f, k, q, o, c, g, j, f, b, h, k, o, g, c, s, u, q, b, x, e, g, q, n, q, r, h, c, v, k, e, l, t, g, p, s, b, g, r, n, s, v, o, i, g, k, v, s, q, q, h, n, f, l, a, s, x, b, i, s, b, i, f, t, p, t, g, k, i, k, p, k, q, i, t, i, t, h, c, b, m, n, p, v, j, u, m, t, e, v, h, a, t, u, u, n, r, q, k, e, p, t, l, m, k, f, n, e, u, m, j, w, e, b, t, g, a, l, r, c, m, v, j, n, c, v, g, j, n, j, a, e, h, g, o, u, j, p, r, g, d, s, k, j, v, t, a, n, e, v, b, k, o, u, s, i, l, x, e, v, n, w, w, q, j, n, f, o, m, j, f, p, u, u, e, a, k, h, v, e, q, i, g, u, c, g, m, l, k, a, r, t, g, c, q, b, g, o, l, j, h, m, m, d, o, u, e, s, u, s, c, t, n, j, o)
Regla(b, w, q, t, u, c, q, e, w, q, f, j, g, d, b, l, r, q, k, p, q, m, w, m, a, h, h, m, a, r, c, d, m, e, g, d, t, e, u, t, a, b, p, m, k, j, g, k, n, k, p, f, k, o, p, c, t, d, s, p, q, g, f, g, b, v, e, s, g, f, e, u, t, h, g, l, e, t, l, s, o, g, l, t, o, i, f, k, q, o, c, g, j, f, b, h, k, o, g, c, s, u, q, b, x, e, r, q, n, q, r, h, c, v, k, e, l, t, g, p, s, b, g, r, n, s, v, o, i, g, k, v, s, q, q, h, n, f, l, a, s, x, b, i, s, b, i, o, t, p, t, g, k, i, k, p, k, q, i, t, i, t, h, c, b, m, n, p, v, j, u, m, t, e, v, h, a, t, u, u, n, r, q, k, e, p, t, l, m, k, f, n, e, u, m, j, w, e, b, t, g, a, l, r, c, m, v, j, n, c, v, g, j, n, j, s, e, h, g, o, u, j, p, r, g, d, s, k, j, v, t, a, n, e, v, b, k, o, u, s, m, l, x, e, v, n, w, w, q, j, n, f, o, m, c, f, p, u, u, e, a, k, h, v, e, q, i, g, u, c, g, m, l, k, a, r, t, g, c, q, b, g, o, l, j, h, m, m, d, o, u, e, s, u, s, c, t, n, j, o)
Regla(b, w, q, t, u, c, q, e, w, g, f, j, g, d, b, l, r, q, k, p, q, m, w, m, a, h, h, m, a, r, c, d, m, e, g, d, t, e, u, m, a, b, p, m, k, j, g, k, n, k, p, f, k, o, p, c, t, d, s, p, q, g, f, g, b, v, e, s, g, f, n, u, t, h, g, l, e, t, l, g, o, g, l, t, o, i, f, k, q, o, c, g, j, f, b, h, k, o, g, c, s, u, q, b, x, e, r, q, n, q, r, h, c, v, k, e, l, t, g, p, s, b, g, r, n, s, v, o, i, g, k, v, s, q, q, h, n, f, l, n, s, x, b, i, s, b, i, o, t, p, o, e, k, i, f, j, k, q, i, t, i, t, h, c, b, m, h, j, v, j, u, m, t, e, v, h, a, t, u, u, n, r, q, k, e, p, t, l, m, k, f, n, e, u, m, j, w, e, b, t, g, a, l, r, c, m, v, j, o, c, v, g, j, n, j, s, e, h, g, o, u, j, p, r, g, e, s, k, j, v, t, a, n, e, v, b, i, o, p, s, m, l, x, e, v, n, w, w, q, j, n, f, o, m, c, f, p, u, u, e, a, k, h, v, e, q, i, n, u, c, g, m, l, k, a, r, t, g, c, q, b, g, o, l, j, h, m, m, d, o, u, e, s, u, s, c, t, n, j, o)
Regla(b, w, q, t, u, c, q, e, w, g, f, j, g, d, b, l, r, q, k, p, q, m, w, s, a, h, h, d, a, r, c, d, m, e, g, j, t, e, u, m, a, b, p, m, k, j, g, k, n, k, p, f, k, o, p, c, t, d, s, o, q, g, f, g, b, v, e, s, g, f, n, u, t, h, m, l, e, t, l, g, o, g, l, t, o, i, f, k, q, o, c, g, s, f, b, h, k, o, g, c, s, u, q, b, x, e, r, q, n, q, r, h, c, v, b, e, l, t, g, p, s, b, g, r, n, s, v, i, i, g, k, v, s, q, q, h, n, f, l, n, s, x, b, i, s, b, i, o, t, p, o, e, k, i, f, j, k, q, i, t, i, t, h, p, b, m, h, j, v, j, u, d, t, e, v, h, a, t, u, u, n, r, q, k, e, p, t, l, m, k, f, n, e, u, m, j, w, e, b, t, g, a, l, r, c, m, v, j, o, c, v, g, j, n, j, s, e, h, g, o, u, j, p, r, g, e, s, k, j, v, t, a, n, e, v, b, i, o, p, s, m, l, x, e, v, n, w, w, q, j, n, w, o, m, c, f, p, u, u, e, a, k, h, v, e, q, i, n, h, c, g, m, l, k, a, r, t, g, c, q, b, g, o, l, j, h, m, m, d, o, m, e, s, r, s, i, t, h, j, o)
Regla(b, w, q, t, u, c, q, e, w, g, f, j, g, d, b, l, r, q, k, p, q, m, w, s, a, h, h, d, a, r, c, d, m, t, g, j, t, e, u, m, a, b, p, m, k, j, g, k, n, k, p, f, k, o, p, c, t, d, s, o, q, g, f, g, b, v, e, s, g, f, n, u, t, h, m, l, e, t, l, g, d, g, d, j, o, i, f, k, q, o, c, g, s, f, b, h, k, o, g, c, s, u, q, b, x, e, r, q, n, q, r, h, c, v, b, e, l, t, g, p, s, b, g, r, n, s, v, i, i, g, k, v, s, q, q, h, g, f, l, p, s, x, b, i, s, b, i, o, t, p, o, e, k, i, f, j, k, f, i, t, i, t, h, p, b, m, h, j, v, j, u, d, t, e, v, h, a, t, u, u, n, r, q, k, e, p, t, l, m, k, f, x, e, u, m, j, w, e, b, t, g, a, l, r, c, m, v, j, o, c, v, g, j, n, j, s, e, h, g, o, u, j, p, r, g, e, s, k, j, v, t, a, n, e, v, b, i, o, p, s, m, l, x, e, v, n, w, w, q, j, n, w, o, m, c, f, p, u, u, e, a, p, h, v, e, q, i, n, h, c, g, m, l, k, a, r, t, g, c, q, b, g, o, l, j, h, m, m, d, o, m, e, s, r, s, i, t, h, j, o)
Regla(b, w, q, t, u, c, q, e, p, g, f, j, g, d, b, l, r, q, k, p, q, m, w, s, a, h, h, d, a, r, c, d, m, t, g, j, t, e, u, m, a, b, p, m, k, j, g, k, n, k, p, f, k, i, p, c, t, d, s, o, q, g, h, g, b, v, e, s, g, f, n, u, t, h, m, l, e, t, l, g, d, g, d, j, o, i, f, k, q, o, c, g, s, f, b, h, k, o, g, c, s, u, q, b, x, e, r, q, n, q, r, h, c, v, b, e, l, t, g, p, s, b, g, r, n, s, v, i, i, g, k, v, s, m, q, h, g, f, l, p, s, x, b, i, s, b, i, o, t, p, o, e, k, i, f, j, k, f, i, t, i, t, h, p, i, m, h, j, v, j, u, d, t, e, v, h, a, t, u, u, n, r, q, k, e, p, t, l, m, k, f, x, e, u, m, j, w, e, b, t, k, a, l, r, c, m, v, j, o, n, v, g, j, n, j, s, e, h, g, o, u, j, m, r, g, e, s, k, j, v, t, a, d, e, v, b, i, o, p, s, m, l, x, e, v, n, w, w, d, j, n, w, o, m, c, f, p, u, u, e, a, p, h, v, e, q, i, n, h, c, g, m, l, k, a, r, t, g, c, q, b, i, o, l, j, h, m, m, d, o, m, e, t, r, s, i, t, h, j, o)
Regla(b, i, n, t, u, c, q, r, p, g, f, j, g, d, b, l, r, q, k, p, q, m, w, s, a, h, h, d, a, r, c, d, m, t, g, j, t, e, u, m, a, b, p, o, k, j, g, k, n, k, p, f, k, i, p, c, t, d, s, o, u, g, h, g, b, v, e, s, h, f, n, u, t, h, m, l, e, t, l, g, d, g, d, j, o, i, f, k, q, o, c, g, s, f, b, h, k, o, o, c, s, u, q, b, x, e, r, h, n, q, r, h, c, v, b, e, l, t, g, p, s, b, g, r, n, s, v, i, i, g, k, v, s, m, r, h, g, f, l, p, s, x, b, i, s, b, i, o, t, p, o, e, k, i, f, j, k, f, i, t, i, h, h, p, i, m, h, j, v, j, u, d, t, e, h, h, a, t, u, u, n, r, q, k, e, p, t, l, m, k, f, x, e, u, m, j, w, e, b, c, k, a, l, r, c, m, v, j, o, n, v, g, j, n, j, s, e, h, g, o, u, j, m, r, g, e, s, k, j, f, t, a, d, e, v, b, i, o, p, s, m, l, x, e, v, n, w, w, d, j, n, w, o, m, c, f, p, u, u, e, a, p, h, v, e, q, i, n, h, c, g, j, l, k, a, r, t, g, c, q, b, i, o, l, j, h, m, m, d, o, m, e, t, r, s, i, t, h, j, o)
